yourlist:M20211110A084FC58F6BBA219896F365D15F2EB442C8B28F	Entry	Entry name	Status	Protein names	Gene names	Organism	Length
YLR249W	P16521	EF3A_YEAST	reviewed	Elongation factor 3A (EF-3) (EF-3A) (EC 3.6.4.-) (Eukaryotic elongation factor 3) (eEF3) (Translation elongation factor 3A) (Yeast elongation factor 3)	YEF3 EFC1 TEF3 YEF3A YLR249W L9672.5	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1044
YLL012W	Q07804	YEH1_YEAST	reviewed	Sterol esterase 1 (EC 3.1.1.13) (Steryl ester hydrolase 1)	YEH1 YLL012W L1329	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	573
YLR020C	Q07950	YEH2_YEAST	reviewed	Sterol esterase 2 (EC 3.1.1.13) (Steryl ester hydrolase 2)	YEH2 YLR020C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	538
YEL008W	P40001	YEA8_YEAST	reviewed	Uncharacterized protein YEL008W	YEL008W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	126
YEL025C	P39991	YEC5_YEAST	reviewed	Uncharacterized protein YEL025C	YEL025C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1188
YEL043W	P32618	YEF3_YEAST	reviewed	Uncharacterized protein YEL043W	YEL043W SYGP-ORF14	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	956
YEL067C	P39978	YEH7_YEAST	reviewed	Uncharacterized protein YEL067C	YEL067C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	195
YEL068C	P39977	YEH8_YEAST	reviewed	Uncharacterized protein YEL068C	YEL068C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	110
YEL073C	P39974	YEI3_YEAST	reviewed	Uncharacterized protein YEL073C	YEL073C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	107
YEL076C	P39971	YEI6_YEAST	reviewed	Uncharacterized protein YEL076C	YEL076C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	216
YEL077C	Q3E7X8	YE077_YEAST	reviewed	Y' element ATP-dependent helicase YEL077C (EC 3.6.4.12)	YEL077C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1277
YBL060W	P34225	YEL1_YEAST	reviewed	Guanine-nucleotide exchange factor YEL1 (EFA6-like protein 1)	YEL1 YBL060W YBL0507 YBL0517	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	687
YER041W	P40028	YEN1_YEAST	reviewed	Holliday junction resolvase YEN1 (EC 3.1.-.-)	YEN1 YER041W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	759
YER010C	P40011	RRAAH_YEAST	reviewed	4-hydroxy-4-methyl-2-oxoglutarate aldolase (HMG aldolase) (EC 4.1.3.17) (Oxaloacetate decarboxylase) (OAA decarboxylase) (EC 4.1.1.112) (Regulator of ribonuclease activity homolog) (RraA-like protein)	YER010C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	234
YER034W	P40022	YEM4_YEAST	reviewed	Uncharacterized protein YER034W	YER034W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	185
YER039C-A	P0CD97	YR039_YEAST	reviewed	Uncharacterized protein YER039C-A	YER039C-A	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	72
YER053C-A	Q3E7B0	YE053_YEAST	reviewed	Uncharacterized protein YER053C-A	YER053C-A	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	37
YER079W	P40052	YEQ9_YEAST	reviewed	Uncharacterized protein YER079W	YER079W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	210
YER084W	P40057	YER4_YEAST	reviewed	Uncharacterized protein YER084W	YER084W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	128
YER134C	P40081	MGDP1_YEAST	reviewed	Putative magnesium-dependent phosphatase YER134C (EC 3.1.3.48)	YER134C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	178
YER135C	P40082	YEW5_YEAST	reviewed	Uncharacterized protein YER135C	YER135C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	130
YER137C	P40083	YEW7_YEAST	reviewed	Uncharacterized protein YEL137C	YER137C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	148
YER152C	P10356	YEY2_YEAST	reviewed	Uncharacterized protein YER152C	YER152C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	443
YER156C	P40093	YEY6_YEAST	reviewed	MYG1 protein YER156C	YER156C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	338
YER158C	P40095	YEY8_YEAST	reviewed	Uncharacterized protein YER158C	YER158C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	573
YER186C	P40101	YE16_YEAST	reviewed	Uncharacterized protein YER186C	YER186C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	306
YER187W	P40102	YE17_YEAST	reviewed	Uncharacterized protein YER187W	YER187W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	141
YER189W	P40104	YE19_YEAST	reviewed	Uncharacterized protein YER189W	YER189W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	122
YKL065C	P35723	YET1_YEAST	reviewed	Endoplasmic reticulum transmembrane protein 1	YET1 YKL065C YKL331	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	206
YMR040W	Q04210	YET2_YEAST	reviewed	Endoplasmic reticulum transmembrane protein 2	YET2 YMR040W YM9532.05	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	160
YDL072C	Q07451	YET3_YEAST	reviewed	Endoplasmic reticulum transmembrane protein 3	YET3 YDL072C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	203
YDL120W	Q07540	FRDA_YEAST	reviewed	Frataxin homolog, mitochondrial (EC 1.16.3.1) [Cleaved into: Frataxin homolog intermediate form]	YFH1 YDL120W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	174
YFR007W	P43591	YFH7_YEAST	reviewed	ATP-dependent kinase YFH7 (EC 2.7.1.-) (Altered inheritance of mitochondria protein 12)	YFH7 AIM12 YFR007W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	353
YFL012W	P43580	YFB2_YEAST	reviewed	Uncharacterized protein YFL012W	YFL012W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	148
YFL040W	P43562	YFE0_YEAST	reviewed	Probable metabolite transport protein YFL040W	YFL040W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	540
YFL051C	P43552	YFF1_YEAST	reviewed	Uncharacterized membrane protein YFL051C	YFL051C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	160
YFL064C	P43540	YFG4_YEAST	reviewed	Uncharacterized protein YFL064C	YFL064C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	174
YFL065C	P43539	YFG5_YEAST	reviewed	Uncharacterized protein YFL065C	YFL065C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	102
YFL066C	P43538	YFG6_YEAST	reviewed	Y' element ATP-dependent helicase YFL066C (EC 3.6.4.12)	YFL066C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	392
YFL068W	P0CX99	YFG8_YEAST	reviewed	UPF0479 membrane protein YFL068W	YFL068W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	160
YFR006W	P43590	YFH6_YEAST	reviewed	Uncharacterized peptidase YFR006W (EC 3.4.-.-)	YFR006W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	535
YFR018C	P43599	YFI8_YEAST	reviewed	Uncharacterized protein YFR018C	YFR018C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	363
YFR045W	P43617	YFL5_YEAST	reviewed	Uncharacterized mitochondrial carrier YFR045W	YFR045W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	309
YFR057W	P43625	YFM7_YEAST	reviewed	Uncharacterized protein YFR057W	YFR057W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	151
YDR319C	Q06676	YFT2_YEAST	reviewed	Acyl-coenzyme A diphosphatase YFT2 (EC 3.6.1.-) (FIT family protein YFT2)	YFT2 FIT2A YDR319C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	274
YGL101W	P53144	YGK1_YEAST	reviewed	5'-deoxynucleotidase YGK1 (EC 3.1.3.89)	YGK1 YGL101W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	215
YOL128C	Q12222	YGK3_YEAST	reviewed	Glycogen synthase kinase-3 homolog YGK3 (EC 2.7.11.1)	YGK3 YOL128C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	375
YGL015C	P33199	YGB5_YEAST	reviewed	Uncharacterized protein YGL015C	YGL015C YGL026	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	130
YGL034C	P53186	YGD4_YEAST	reviewed	Uncharacterized protein YGL034C	YGL034C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	121
YGL036W	P53185	YG036_YEAST	reviewed	Uncharacterized protein YGL036W	YGL036W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	909
YGL039W	P53183	YGD9_YEAST	reviewed	Putative uncharacterized oxidoreductase YGL039W (EC 1.1.1.-)	YGL039W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	348
YGL081W	P53156	YGI1_YEAST	reviewed	Uncharacterized protein YGL081W	YGL081W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	320
YGL082W	P53155	YGI2_YEAST	reviewed	Uncharacterized protein YGL082W	YGL082W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	381
YGL108C	P53139	YGK8_YEAST	reviewed	Uncharacterized protein YGL108C	YGL108C G3070	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	140
YGL114W	P53134	YGL4_YEAST	reviewed	Putative oligopeptide transporter YGL114W	YGL114W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	725
YGL117W	P53133	YGL7_YEAST	reviewed	Uncharacterized protein YGL117W	YGL117W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	265
YGL118C	P53132	YGL8_YEAST	reviewed	Uncharacterized protein YGL118C	YGL118C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	145
YGL138C	P53122	YGN8_YEAST	reviewed	Uncharacterized protein YGL138C	YGL138C G2816	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	345
YGL140C	P53120	YGO0_YEAST	reviewed	Uncharacterized membrane protein YGL140C	YGL140C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1219
YGL159W	P53110	YGP9_YEAST	reviewed	Uncharacterized protein YGL159W	YGL159W G1840	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	370
YGL185C	P53100	YGT5_YEAST	reviewed	Putative 2-hydroxyacid dehydrogenase YGL185C (EC 1.-.-.-)	YGL185C G1380	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	379
YGL193C	P53097	YGU3_YEAST	reviewed	Uncharacterized protein YGL193C	YGL193C G1334	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	103
YGL230C	P53074	YGY0_YEAST	reviewed	Uncharacterized protein YGL230C	YGL230C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	147
YGL235W	P53071	YGY5_YEAST	reviewed	Uncharacterized protein YGL235W	YGL235W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	178
YGL242C	P53066	YGZ2_YEAST	reviewed	Ankyrin repeat-containing protein YGL242C	YGL242C HRE181	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	181
YGL258W-A	Q3E740	YG258_YEAST	reviewed	Uncharacterized protein YGL258W-A	YGL258W-A	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	77
YGL262W	P53054	YGZG_YEAST	reviewed	Putative uncharacterized protein YGL262W	YGL262W NRB175	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	175
YGR016W	P53209	YG1A_YEAST	reviewed	Uncharacterized membrane protein YGR016W	YGR016W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	190
YGR017W	P53210	YG1B_YEAST	reviewed	Uncharacterized protein YGR017W	YGR017W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	297
YGR018C	P53211	YG1C_YEAST	reviewed	Uncharacterized protein YGR018C	YGR018C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	109
YGR026W	P53217	YG1I_YEAST	reviewed	Uncharacterized membrane protein YGR026W	YGR026W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	278
YGR050C	P53231	YG1X_YEAST	reviewed	Uncharacterized protein YGR050C	YGR050C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	118
YGR054W	P53235	EIF2A_YEAST	reviewed	Eukaryotic translation initiation factor 2A (eIF-2A)	YGR054W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	642
YGR067C	P53243	YG2A_YEAST	reviewed	Zinc finger protein YGR067C	YGR067C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	804
YGR079W	P53249	YG2G_YEAST	reviewed	Putative uncharacterized protein YGR079W	YGR079W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	370
YGR111W	P53265	YG2W_YEAST	reviewed	Uncharacterized protein YGR111W	YGR111W G6145	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	400
YGR117C	P53270	YG32_YEAST	reviewed	Uncharacterized protein YGR117C	YGR117C G6172	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	476
YGR122W	P53272	YG34_YEAST	reviewed	Uncharacterized protein YGR122W	YGR122W G6335	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	402
YGR125W	P53273	YG35_YEAST	reviewed	Uncharacterized vacuolar membrane protein YGR125W	YGR125W G6362	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1036
YGR126W	P53274	YG36_YEAST	reviewed	Uncharacterized protein YGR126W	YGR126W G6365	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	230
YGR127W	P53275	YG37_YEAST	reviewed	Uncharacterized protein YGR127W	YGR127W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	312
YGR153W	P48238	YG3O_YEAST	reviewed	Uncharacterized protein YGR153W	YGR153W G6661	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	217
YGR201C	P42936	YG4D_YEAST	reviewed	Putative elongation factor 1 gamma homolog	YGR201C G7727	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	225
YGR210C	P42942	YG4I_YEAST	reviewed	Uncharacterized GTP-binding protein YGR210C	YGR210C G7748	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	411
YGR237C	P50089	YG51_YEAST	reviewed	Uncharacterized protein YGR237C	YGR237C G8581	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	785
YGR266W	P53326	YG5L_YEAST	reviewed	Uncharacterized protein YGR266W	YGR266W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	701
YGR283C	P53336	YG5X_YEAST	reviewed	Putative methyltransferase YGR283C (EC 2.1.1.-)	YGR283C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	341
YLR298C	Q05900	RU1C_YEAST	reviewed	U1 small nuclear ribonucleoprotein C (U1 snRNP C) (U1-C) (U1C)	YHC1 YLR298C L8003.21	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	231
YJL059W	P47040	BTN1_YEAST	reviewed	Protein BTN1	YHC3 BTN1 YJL059W J1139	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	408
YHL005C	P38752	YHA5_YEAST	reviewed	Uncharacterized protein YHL005C	YHL005C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	130
YHL008C	P38750	YHA8_YEAST	reviewed	Uncharacterized transporter YHL008C	YHL008C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	627
YHL012W	P38709	UGPA2_YEAST	reviewed	Probable UTP--glucose-1-phosphate uridylyltransferase (EC 2.7.7.9) (UDP-glucose pyrophosphorylase) (UDPGP) (UGPase)	YHL012W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	493
YHL017W	P38745	YHB7_YEAST	reviewed	Uncharacterized membrane protein YHL071W	YHL017W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	532
YHL026C	P38740	YHC6_YEAST	reviewed	Uncharacterized protein YHL026C	YHL026C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	315
YHL042W	P38729	YHE2_YEAST	reviewed	Putative uncharacterized protein YHL042W	YHL042W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	150
YHL044W	P38727	YHE4_YEAST	reviewed	DUP240 protein YHL044W	YHL044W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	235
YHL049C	P38722	YHE9_YEAST	reviewed	Uncharacterized protein YHL049C	YHL049C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	271
YHL050C	P38721	YHF0_YEAST	reviewed	Uncharacterized protein YHL050C	YHL050C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	697
YMR241W	Q04013	YHM2_YEAST	reviewed	Citrate/oxoglutarate carrier protein (Coc1p) (Mitochondrial DNA replication protein YHM2)	YHM2 YMR241W YM9408.03	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	314
YDR451C	Q04116	YHP1_YEAST	reviewed	Homeobox protein YHP1	YHP1 YDR451C D9461.36	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	353
YHR020W	P38708	YHI0_YEAST	reviewed	Putative proline--tRNA ligase YHR020W (EC 6.1.1.15) (Prolyl-tRNA synthetase) (ProRS)	YHR020W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	688
YHR022C	P38763	YHI2_YEAST	reviewed	Uncharacterized protein YHR022C	YHR022C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	256
YHR033W	P38690	YHJ3_YEAST	reviewed	Uncharacterized protein YHR033W	YHR033W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	423
YHR045W	P38775	YHK5_YEAST	reviewed	Putative uncharacterized protein YHR045W	YHR045W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	560
YHR054C	P38780	YHL4_YEAST	reviewed	Uncharacterized protein YHR054C	YHR054C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	354
YHR078W	P38799	YHN8_YEAST	reviewed	Uncharacterized protein YHR078W	YHR078W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	552
YHR112C	P38716	YHR2_YEAST	reviewed	Uncharacterized trans-sulfuration enzyme YHR112C	YHR112C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	378
YHR127W	P38833	YHS7_YEAST	reviewed	Uncharacterized protein YHR127W	YHR127W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	243
YHR131C	P38835	YHT1_YEAST	reviewed	PH domain-containing protein YHR131C	YHR131C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	850
YHR140W	P38842	YHU0_YEAST	reviewed	UPF0641 membrane protein YHR140W	YHR140W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	239
YHR173C	P38864	YHX3_YEAST	reviewed	Uncharacterized protein YHR173C	YHR173C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	112
YHR182W	P38870	YHY2_YEAST	reviewed	Uncharacterized protein YHR182W	YHR182W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	785
YHR202W	P38887	YH02_YEAST	reviewed	Uncharacterized protein YHR202W	YHR202W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	602
YHR210C	P38893	YH10_YEAST	reviewed	Uncharacterized isomerase YHR210C (EC 5.-.-.-)	YHR210C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	341
YHR212W-A	P0CX91	YH21A_YEAST	reviewed	Uncharacterized protein YHR212W-A	YHR212W-A	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	67
YHR213W	P0CI67	YHU3_YEAST	reviewed	Uncharacterized protein YHR213W	YHR213W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	198
YHR218W	P38899	YH18_YEAST	reviewed	Uncharacterized protein YHR218W	YHR218W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	603
YHR219W	P38900	YH19_YEAST	reviewed	Putative uncharacterized protein YHR219W	YHR219W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	624
YIL006W	P40556	YIA6_YEAST	reviewed	Mitochondrial nicotinamide adenine dinucleotide transporter 1 (Mitochondrial NAD(+) transporter 1)	YIA6 NDT1 YIL006W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	373
YNL263C	P53845	YIF1_YEAST	reviewed	Protein transport protein YIF1 (YIP1-interacting factor 1)	YIF1 YNL263C N0820	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	314
YCR059C	P25637	YIH1_YEAST	reviewed	Protein IMPACT homolog	YIH1 YCR059C YCR59C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	258
YIL001W	P40560	YIA1_YEAST	reviewed	Ankyrin repeat-containing protein YIL001W	YIL001W YIA1W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	513
YIL024C	P40543	YIC4_YEAST	reviewed	Uncharacterized protein YIL024C	YIL024C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	189
YIL054W	P40524	YIF4_YEAST	reviewed	Uncharacterized membrane protein YIL054W	YIL054W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	105
YIL055C	P40523	YIF5_YEAST	reviewed	Uncharacterized protein YIL055C	YIL055C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	627
YIL060W	P40519	YIG0_YEAST	reviewed	Uncharacterized protein YIL060W	YIL060W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	144
YIL067C	P40514	YIG7_YEAST	reviewed	Uncharacterized protein YIL067C	YIL067C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	678
YIL089W	P40500	YII9_YEAST	reviewed	Uncharacterized membrane protein YIL089W	YIL089W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	205
YIL092W	P40497	YIJ2_YEAST	reviewed	Uncharacterized protein YIL092W	YIL092W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	633
YIL161W	P40449	YIQ1_YEAST	reviewed	Uncharacterized protein YIL161W	YIL161W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	235
YIL165C	P40446	YIQ5_YEAST	reviewed	Putative nitrilase-like protein YIL165C	YIL165C YI9402.10AC	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	119
YIL177C	P40434	YIR7_YEAST	reviewed	Y' element ATP-dependent helicase YIL177C (EC 3.6.4.12)	YIL177C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1758
YMR152W	P28625	YIM1_YEAST	reviewed	Protein YIM1	YIM1 YMR152W YM8520.01 YM9375.22	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	365
YGR172C	P53039	YIP1_YEAST	reviewed	Protein transport protein YIP1 (YPT-interacting protein 1)	YIP1 YGR172C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	248
YNL044W	P53633	PRA1_YEAST	reviewed	Prenylated Rab acceptor 1	YIP3 PRA1 YNL044W N2650	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	176
