Complex ID;Size;List of proteins;Quantitative prediction 0;Average abundance;Average size of simulated complexes;Best matching reference complex;Matching thr;Length of reference complex;P-value matching;Fraction of fictitious domains;Functional Enrichment (DAVID)
8257;7;P10644,Q9Y4J8,P11532,P20936,P17612,P62993,Q13424;1;1.0000;7.0000;GRB2-SHP-2 complex, PDGF stimulated;0.0714;2;0.009459407390298899;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=P10644,Q9Y4J8,P11532,P20936,P17612,P62993,Q13424&tool=chartReport&annot=GOTERM_MF_ALL
8258;7;Q9Y265,P36873,Q9Y230,P60709,P78371,Q9Y281,P07737;0;0;0;TIP49-TIP48-BAF53 complex;0.1905;3;5.7666172291995103e-05;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=Q9Y265,P36873,Q9Y230,P60709,P78371,Q9Y281,P07737&tool=chartReport&annot=GOTERM_MF_ALL
8259;7;P40763,Q06124,Q14247,Q96B97,P62993,Q9NR46,P50570;1;1.0000;7.0000;GRB2-SHP-2 complex, PDGF stimulated;0.2857;2;1.9265595499557478e-05;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=P40763,Q06124,Q14247,Q96B97,P62993,Q9NR46,P50570&tool=chartReport&annot=GOTERM_MF_ALL
8260;7;P49792,Q14974,P62826,O00410,O00629,Q92973,P43487;1;1.0000;7.0000;RANBP1-RAN-KPNB1 complex;0.4286;3;6.530710338828203e-08;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=P49792,Q14974,P62826,O00410,O00629,Q92973,P43487&tool=chartReport&annot=GOTERM_MF_ALL
8261;7;P63167,P23396,P42224,Q92615,P62263,P63244,P46781;0;0;0;Stat1-alpha-dimer-CBP DNA-protein complex;0.0714;2;0.009459407390298899;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=P63167,P23396,P42224,Q92615,P62263,P63244,P46781&tool=chartReport&annot=GOTERM_MF_ALL
8262;7;O00571,Q04637,P55884,Q13347,Q14240,Q99613,P06730;1;1.0000;7.0000;EIF3 complex (EIF3A, EIF3B, EIF3G, EIF3I, EIF3C);0.2571;5;6.504148371392544e-07;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=O00571,Q04637,P55884,Q13347,Q14240,Q99613,P06730&tool=chartReport&annot=GOTERM_MF_ALL
8263;7;P62701,P23396,P63208,Q15843,P63244,P15880,Q13616;1;1.0000;7.0000;Ubiquitin E3 ligase (CDC34, NEDD8, BTRC, CUL1, SKP1A, RBX1);0.2571;5;6.504148371392544e-07;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=P62701,P23396,P63208,Q15843,P63244,P15880,Q13616&tool=chartReport&annot=GOTERM_MF_ALL
8264;7;Q14192,Q9Y230,P60709,P35222,Q9Y281,Q8WZ42,Q5VST9;1;1.0000;7.0000;FHL2 homodimer complex;0.1429;1;0.0047393364928931285;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=Q14192,Q9Y230,P60709,P35222,Q9Y281,Q8WZ42,Q5VST9&tool=chartReport&annot=GOTERM_MF_ALL
8265;7;P99999,P04792,P00167,P31948,P08574,P08107,P11142;1;1.0000;7.0000;Apoptosome;0.0714;2;0.009459407390298899;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=P99999,P04792,P00167,P31948,P08574,P08107,P11142&tool=chartReport&annot=GOTERM_MF_ALL
8266;7;P10644,P10809,P22694,P17612,Q04206,P09429,P13861;1;1.0000;7.0000;KCNQ1 macromolecular complex;0.1286;10;7.725745905147144e-06;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=P10644,P10809,P22694,P17612,Q04206,P09429,P13861&tool=chartReport&annot=GOTERM_MF_ALL
8267;7;Q13683,P02751,O75369,P35579,Q14315,P48509,P05556;1;1.0000;7.0000;ITGA7-ITGB1-CD151 complex;0.4286;3;6.530710338828203e-08;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=Q13683,P02751,O75369,P35579,Q14315,P48509,P05556&tool=chartReport&annot=GOTERM_MF_ALL
8268;7;P99999,P04792,P11142,P62136,P09936,P07900,Q71U36;1;1.0000;7.0000;eNOS-HSP90 complex, VEGF induced;0.0714;2;0.009459407390298899;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=P99999,P04792,P11142,P62136,P09936,P07900,Q71U36&tool=chartReport&annot=GOTERM_MF_ALL
8269;7;Q9NPC6,P07910,P09651,P62993,Q13424,Q08209,O43390;1;1.0000;7.0000;GRB2-SHP-2 complex, PDGF stimulated;0.0714;2;0.009459407390298899;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=Q9NPC6,P07910,P09651,P62993,Q13424,Q08209,O43390&tool=chartReport&annot=GOTERM_MF_ALL
8270;7;O94973,O14964,O60784,Q00610,Q10567,P84077,Q14677;1;1.0000;7.0000;RIN1-STAM2-HRS complex;0.0476;3;0.014160277999297711;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=O94973,O14964,O60784,Q00610,Q10567,P84077,Q14677&tool=chartReport&annot=GOTERM_MF_ALL
8271;7;Q9Y6E0,P50990,P30153,P67775,Q13033,P07900,P63151;1;1.0000;7.0000;PPP2CA-PPP2R1A complex;0.2857;2;1.9265595499557478e-05;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=Q9Y6E0,P50990,P30153,P67775,Q13033,P07900,P63151&tool=chartReport&annot=GOTERM_MF_ALL
8272;7;P10644,P22694,P49840,P17612,O15530,P49841,P13861;0;0;0;KCNQ1 macromolecular complex;0.1286;10;7.725745905147144e-06;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=P10644,P22694,P49840,P17612,O15530,P49841,P13861&tool=chartReport&annot=GOTERM_MF_ALL
8273;7;Q03135,P61088,Q93009,Q12933,P21333,P05556,Q96T88;1;1.0000;7.0000;Caveolin-1 homodimer complex;0.1429;1;0.0047393364928931285;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=Q03135,P61088,Q93009,Q12933,P21333,P05556,Q96T88&tool=chartReport&annot=GOTERM_MF_ALL
8274;7;P02511,Q9UJY1,P11940,Q14103,P04792,Q15365,Q9UBY9;1;1.0000;7.0000;PABPC1-HSPA8-HNRPD-EIF4G1 complex;0.1143;5;0.00019135246984691834;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=P02511,Q9UJY1,P11940,Q14103,P04792,Q15365,Q9UBY9&tool=chartReport&annot=GOTERM_MF_ALL
8275;7;P60709,P50402,P07737,Q9UNF0,O00401,P60953,Q9UKS6;1;1.0000;7.0000;Emerin-actin-NMI complex;0.1905;3;5.7666172291995103e-05;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=P60709,P50402,P07737,Q9UNF0,O00401,P60953,Q9UKS6&tool=chartReport&annot=GOTERM_MF_ALL
8276;7;P62280,P60866,P62701,P23396,P62244,P62263,P62273;1;1.0000;7.0000;40S ribosomal subunit, cytoplasmic;0.1077;65;1.793503492957373e-12;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=P62280,P60866,P62701,P23396,P62244,P62263,P62273&tool=chartReport&annot=GOTERM_MF_ALL
8277;7;P62280,P62701,P60866,P23396,P63244,P62266,P62273;1;1.0000;7.0000;40S ribosomal subunit, cytoplasmic;0.0791;65;6.487998885780987e-10;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=P62280,P62701,P60866,P23396,P63244,P62266,P62273&tool=chartReport&annot=GOTERM_MF_ALL
8278;7;Q15642,P63000,Q13177,P52565,Q07960,P60953,P46940;0;0;0;PAR6-CDC42 complex;0.0714;2;0.009459407390298899;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=Q15642,P63000,Q13177,P52565,Q07960,P60953,P46940&tool=chartReport&annot=GOTERM_MF_ALL
8279;7;P02511,Q9UJY1,Q16082,P04792,Q16644,O14558,Q9UBY9;0;0;0;;;;;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=P02511,Q9UJY1,Q16082,P04792,Q16644,O14558,Q9UBY9&tool=chartReport&annot=GOTERM_MF_ALL
8280;7;P62875,P24928,Q14676,P52434,Q16587,Q15544,O43719;0;0;0;RNA pol II containing coactivator complex Tat-SF;0.1143;5;0.00019135246984691834;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=P62875,P24928,Q14676,P52434,Q16587,Q15544,O43719&tool=chartReport&annot=GOTERM_MF_ALL
8281;7;Q9NPC6,Q14192,O75112,O15273,Q8WZ42,P35609,P05556;1;1.0000;7.0000;FHL2 homodimer complex;0.1429;1;0.0047393364928931285;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=Q9NPC6,Q14192,O75112,O15273,Q8WZ42,P35609,P05556&tool=chartReport&annot=GOTERM_MF_ALL
8282;7;P34932,P99999,Q9UNE7,O43765,P08574,P08107,P11142;1;1.0000;7.0000;N-NOS-CHIP-HSP70-1 complex;0.1905;3;5.7666172291995103e-05;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=P34932,P99999,Q9UNE7,O43765,P08574,P08107,P11142&tool=chartReport&annot=GOTERM_MF_ALL
8283;7;P02511,Q9UJY1,P99999,P37840,P04792,P08107,O14558;1;1.0000;7.0000;DJ-1-SNCA complex, high molecular weight complex;0.0714;2;0.009459407390298899;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=P02511,Q9UJY1,P99999,P37840,P04792,P08107,O14558&tool=chartReport&annot=GOTERM_MF_ALL
8284;7;P08238,P99999,Q14103,P04792,P08107,P27695,P11142;1;1.0000;7.0000;PABPC1-HSPA8-HNRPD-EIF4G1 complex;0.1143;5;0.00019135246984691834;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=P08238,P99999,Q14103,P04792,P08107,P27695,P11142&tool=chartReport&annot=GOTERM_MF_ALL
8285;7;P60842,Q9Y230,P60709,P35222,P63104,P14923,P07195;1;1.0000;7.0000;p400-associated complex;0.0816;7;0.0004000245864890274;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=P60842,Q9Y230,P60709,P35222,P63104,P14923,P07195&tool=chartReport&annot=GOTERM_MF_ALL
8286;7;P14866,P61978,P31943,Q96PU8,P22626,P09651,P67809;1;1.0000;7.0000;YBX1-AKT1 complex;0.0714;2;0.009459407390298899;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=P14866,P61978,P31943,Q96PU8,P22626,P09651,P67809&tool=chartReport&annot=GOTERM_MF_ALL
8287;7;P50502,P49368,Q14BN4,P08107,P67775,P07900,P31749;1;1.0000;7.0000;eNOS-HSP90-AKT complex, VEGF induced;0.1905;3;5.7666172291995103e-05;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=P50502,P49368,Q14BN4,P08107,P67775,P07900,P31749&tool=chartReport&annot=GOTERM_MF_ALL
8288;7;P02511,Q9UJY1,Q16082,O95817,P49721,P25788,O14558;1;1.0000;7.0000;DNAJB2-HSPA8-PSMA3 complex;0.0476;3;0.014160277999297711;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=P02511,Q9UJY1,Q16082,O95817,P49721,P25788,O14558&tool=chartReport&annot=GOTERM_MF_ALL
8289;7;O60739,P55884,Q13347,P60228,O00303,Q99613,O75821;1;1.0000;7.0000;EIF3 complex (EIF3A, EIF3B, EIF3G, EIF3I, EIF3C);0.4571;5;8.846770244606018e-10;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=O60739,P55884,Q13347,P60228,O00303,Q99613,O75821&tool=chartReport&annot=GOTERM_MF_ALL
8290;7;P63241,Q92905,P23396,P62913,P63244,P46777,Q15843;1;1.0000;7.0000;G protein complex (GNG2, GNB2L1, RAF1);0.0476;3;0.014160277999297711;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=P63241,Q92905,P23396,P62913,P63244,P46777,Q15843&tool=chartReport&annot=GOTERM_MF_ALL
8291;7;P63167,P28827,P62701,P23396,P63244,Q8TBC4,Q15843;1;1.0000;7.0000;APPBP1-UBA3 complex;0.0714;2;0.009459407390298899;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=P63167,P28827,P62701,P23396,P63244,Q8TBC4,Q15843&tool=chartReport&annot=GOTERM_MF_ALL
8292;7;P18206,P12814,Q13642,Q14192,P14923,P35221,Q8WZ42;1;1.0000;7.0000;FHL2 homodimer complex;0.1429;1;0.0047393364928931285;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=P18206,P12814,Q13642,Q14192,P14923,P35221,Q8WZ42&tool=chartReport&annot=GOTERM_MF_ALL
8293;7;P62241,Q92905,P61081,P68104,Q8TBC4,P46777,Q15843;0;0;0;APPBP1-UBA3 complex;0.0714;2;0.009459407390298899;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=P62241,Q92905,P61081,P68104,Q8TBC4,P46777,Q15843&tool=chartReport&annot=GOTERM_MF_ALL
8294;7;P02511,P99999,Q14103,P04792,P00167,P35222,O14907;1;1.0000;7.0000;Cell-cell junction complex (CDH1-CTNNB1);0.0714;2;0.009459407390298899;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=P02511,P99999,Q14103,P04792,P00167,P35222,O14907&tool=chartReport&annot=GOTERM_MF_ALL
8295;7;P02511,Q9UJY1,P62258,P04792,Q13310,P08670,P63104;1;1.0000;7.0000;HSF1-YWHAE complex;0.0714;2;0.009459407390298899;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=P02511,Q9UJY1,P62258,P04792,Q13310,P08670,P63104&tool=chartReport&annot=GOTERM_MF_ALL
8296;7;Q14247,Q96B97,Q9BY11,Q68EM7,Q9NR46,Q9UNF0,P50570;1;1.0000;7.0000;CIN85 homotetramer complex;0.1429;1;0.0047393364928931285;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=Q14247,Q96B97,Q9BY11,Q68EM7,Q9NR46,Q9UNF0,P50570&tool=chartReport&annot=GOTERM_MF_ALL
8297;7;O60739,Q04637,P55884,Q13347,Q14240,O95831,O75821;1;1.0000;7.0000;EIF3 complex (EIF3B, EIF3G, EIF3I);0.4286;3;6.530710338828203e-08;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=O60739,Q04637,P55884,Q13347,Q14240,O95831,O75821&tool=chartReport&annot=GOTERM_MF_ALL
8298;7;P02511,Q9UJY1,Q16082,P99999,Q14103,P04792,Q9UBY9;1;1.0000;7.0000;PIN1-AUF1 complex;0.0714;2;0.009459407390298899;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=P02511,Q9UJY1,Q16082,P99999,Q14103,P04792,Q9UBY9&tool=chartReport&annot=GOTERM_MF_ALL
8299;7;Q14204,Q13424,Q14203,P07910,P62993,P04629,P21333;1;1.0000;7.0000;NGF-TrkA complex;0.0714;2;0.009459407390298899;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=Q14204,Q13424,Q14203,P07910,P62993,P04629,P21333&tool=chartReport&annot=GOTERM_MF_ALL
8300;7;P55884,P60228,Q9Y262,O00303,O15372,Q9UBQ5,Q14152;1;1.0000;7.0000;eIF3 complex (EIF3S6, EIF3S5, EIF3S4, EIF3S3, EIF3S6IP, EIF3S2, EIF3S9, EIF3S12,  EIF3S10, EIF3S8,  EIF3S1, EIF3S7);0.5833;12;2.6404389577662033e-16;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=P55884,P60228,Q9Y262,O00303,O15372,Q9UBQ5,Q14152&tool=chartReport&annot=GOTERM_MF_ALL
8301;7;P02511,P15531,Q14192,P35222,P60033,P35221,P05556;1;1.0000;7.0000;Catenin (alpha) - catenin (beta) complex;0.2857;2;1.9265595499557478e-05;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=P02511,P15531,Q14192,P35222,P60033,P35221,P05556&tool=chartReport&annot=GOTERM_MF_ALL
8302;7;P62280,P23396,P63244,P78396,Q8TBC4,P61081,Q15843;1;1.0000;7.0000;APPBP1-UBA3 complex;0.0714;2;0.009459407390298899;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=P62280,P23396,P63244,P78396,Q8TBC4,P61081,Q15843&tool=chartReport&annot=GOTERM_MF_ALL
8303;7;Q13642,Q14192,P35222,Q8WZ42,P35609,Q5VST9,Q9UI47;1;1.0000;7.0000;FHL2 homodimer complex;0.1429;1;0.0047393364928931285;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=Q13642,Q14192,P35222,Q8WZ42,P35609,Q5VST9,Q9UI47&tool=chartReport&annot=GOTERM_MF_ALL
8304;7;P05198,P41091,Q12905,P19525,Q08211,Q14318,P07900;1;1.0000;7.0000;DNA-PK-Ku-eIF2-NF90-NF45 complex;0.1607;8;3.6201018562585545e-06;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=P05198,P41091,Q12905,P19525,Q08211,Q14318,P07900&tool=chartReport&annot=GOTERM_MF_ALL
8305;7;P99999,P55072,Q14103,P04792,Q92575,P13569,Q9UNZ2;1;1.0000;7.0000;BRCA1-VCP complex;0.0714;2;0.009459407390298899;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=P99999,P55072,Q14103,P04792,Q92575,P13569,Q9UNZ2&tool=chartReport&annot=GOTERM_MF_ALL
8306;7;P18206,P56945,P23396,P49023,P63244,P62249,P05556;1;1.0000;7.0000;Polycystin-1 multiprotein complex (ACTN1, CDH1, SRC, JUP, VCL, CTNNB1, PXN, BCAR1, PKD1, PTK2, TLN1);0.1169;11;1.0601218415941848e-05;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=P18206,P56945,P23396,P49023,P63244,P62249,P05556&tool=chartReport&annot=GOTERM_MF_ALL
8307;7;Q9BT78,Q92905,P63208,Q14999,P68104,P46777,Q15843;1;1.0000;7.0000;Ubiquitin E3 ligase (SKP1A, FBXW8, CUL7, RBX1);0.1429;4;0.0001150716478429871;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=Q9BT78,Q92905,P63208,Q14999,P68104,P46777,Q15843&tool=chartReport&annot=GOTERM_MF_ALL
8308;7;P07900,Q9UNE7,P31948,O95831,P08107,O00170,P11142;1;1.0000;7.0000;N-NOS-CHIP-HSP70-1 complex;0.1905;3;5.7666172291995103e-05;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=P07900,Q9UNE7,P31948,O95831,P08107,O00170,P11142&tool=chartReport&annot=GOTERM_MF_ALL
8309;7;P02511,P99999,P37840,P04792,P21796,P08107,Q9NZL4;1;1.0000;7.0000;DJ-1-SNCA complex, high molecular weight complex;0.0714;2;0.009459407390298899;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=P02511,P99999,P37840,P04792,P21796,P08107,Q9NZL4&tool=chartReport&annot=GOTERM_MF_ALL
8310;7;P23396,P63244,P68104,P62249,Q8TBC4,P15880,Q15843;1;1.0000;7.0000;APPBP1-UBA3 complex;0.0714;2;0.009459407390298899;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=P23396,P63244,P68104,P62249,Q8TBC4,P15880,Q15843&tool=chartReport&annot=GOTERM_MF_ALL
8311;7;P02511,Q9Y265,Q9UJY1,Q14192,P04792,P60709,P35222;1;1.0000;7.0000;FHL2 homodimer complex;0.1429;1;0.0047393364928931285;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=P02511,Q9Y265,Q9UJY1,Q14192,P04792,P60709,P35222&tool=chartReport&annot=GOTERM_MF_ALL
8312;7;P60866,P23396,Q13618,P56537,P63244,Q7L5N1,Q15843;1;1.0000;7.0000;G protein complex (GNG2, GNB2L1, RAF1);0.0476;3;0.014160277999297711;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=P60866,P23396,Q13618,P56537,P63244,Q7L5N1,Q15843&tool=chartReport&annot=GOTERM_MF_ALL
8313;7;Q96CW1,Q00610,Q10567,P84077,Q14677,O43747,P11233;1;1.0000;7.0000;AP1 adaptor complex;0.0714;8;0.0005321594147000773;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=Q96CW1,Q00610,Q10567,P84077,Q14677,O43747,P11233&tool=chartReport&annot=GOTERM_MF_ALL
8314;7;P02511,Q9UJY1,Q14103,P04792,P62136,P11142,O95816;1;1.0000;7.0000;PABPC1-HSPA8-HNRPD-EIF4G1 complex;0.1143;5;0.00019135246984691834;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=P02511,Q9UJY1,Q14103,P04792,P62136,P11142,O95816&tool=chartReport&annot=GOTERM_MF_ALL
8315;7;P02511,P99999,Q14103,P04792,P35222,P11142,Q9UI47;1;1.0000;7.0000;PABPC1-HSPA8-HNRPD-EIF4G1 complex;0.1143;5;0.00019135246984691834;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=P02511,P99999,Q14103,P04792,P35222,P11142,Q9UI47&tool=chartReport&annot=GOTERM_MF_ALL
8316;7;Q9UJY1,O95817,P99999,P11142,P09936,P08107,Q9NZL4;1;1.0000;7.0000;Apoptosome;0.0714;2;0.009459407390298899;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=Q9UJY1,O95817,P99999,P11142,P09936,P08107,Q9NZL4&tool=chartReport&annot=GOTERM_MF_ALL
8317;7;Q9UHX1,P61088,P04637,Q92625,P61981,P67809,P27361;1;1.0000;7.0000;p53 homotetramer complex;0.1429;1;0.0047393364928931285;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=Q9UHX1,P61088,P04637,Q92625,P61981,P67809,P27361&tool=chartReport&annot=GOTERM_MF_ALL
8318;7;P99999,P04792,P00167,O95816,P08107,P11142,P31749;1;1.0000;7.0000;TCL1(trimer)-AKT1 complex;0.0714;2;0.009459407390298899;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=P99999,P04792,P00167,O95816,P08107,P11142,P31749&tool=chartReport&annot=GOTERM_MF_ALL
8319;7;P62258,P27348,P31946,P02649,P10636,P02768,P33176;1;1.0000;7.0000;BRAF-RAF1-14-3-3 complex;0.1429;9;5.419078414618194e-06;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=P62258,P27348,P31946,P02649,P10636,P02768,P33176&tool=chartReport&annot=GOTERM_MF_ALL
8320;7;P02511,Q9UJY1,Q16082,O95817,P04792,P11142,O95816;1;1.0000;7.0000;DNAJB2-HSPA8-PSMA3 complex;0.0476;3;0.014160277999297711;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=P02511,Q9UJY1,Q16082,O95817,P04792,P11142,O95816&tool=chartReport&annot=GOTERM_MF_ALL
8321;7;P12814,Q15942,Q14192,Q15327,O76041,Q8WZ42,P35609;0;0;0;FHL2 homodimer complex;0.1429;1;0.0047393364928931285;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=P12814,Q15942,Q14192,Q15327,O76041,Q8WZ42,P35609&tool=chartReport&annot=GOTERM_MF_ALL
8322;7;Q9Y265,Q14192,Q9Y230,P35222,P35221,P14923,P19022;1;1.0000;7.0000;Catenin (alpha) - catenin (beta) complex;0.2857;2;1.9265595499557478e-05;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=Q9Y265,Q14192,Q9Y230,P35222,P35221,P14923,P19022&tool=chartReport&annot=GOTERM_MF_ALL
8323;7;P02511,Q9UJY1,P99999,Q14103,P04792,Q16644,Q9UBY9;1;1.0000;7.0000;PIN1-AUF1 complex;0.0714;2;0.009459407390298899;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=P02511,Q9UJY1,P99999,Q14103,P04792,Q16644,Q9UBY9&tool=chartReport&annot=GOTERM_MF_ALL
8324;7;Q96CS3,O43765,P55072,Q92890,P08107,P11441,P11142;1;1.0000;7.0000;Membrane protein complex (VCP, UFD1L, SEC61B);0.1905;3;5.7666172291995103e-05;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=Q96CS3,O43765,P55072,Q92890,P08107,P11441,P11142&tool=chartReport&annot=GOTERM_MF_ALL
8325;7;P14866,Q15366,P61978,P26599,P09651,P09429,P23246;1;1.0000;7.0000;PSF-p54(nrb) complex;0.0714;2;0.009459407390298899;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=P14866,Q15366,P61978,P26599,P09651,P09429,P23246&tool=chartReport&annot=GOTERM_MF_ALL
8326;7;Q14247,Q96B97,Q14203,Q9NR46,P62993,Q9UNF0,P50570;1;1.0000;7.0000;CIN85 homotetramer complex;0.1429;1;0.0047393364928931285;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=Q14247,Q96B97,Q14203,Q9NR46,P62993,Q9UNF0,P50570&tool=chartReport&annot=GOTERM_MF_ALL
8327;7;Q9NPC6,P62937,P42858,Q16891,P62993,Q08209,P07355;1;1.0000;7.0000;AIF-CYPA-DNA complex;0.0714;2;0.009459407390298899;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=Q9NPC6,P62937,P42858,Q16891,P62993,Q08209,P07355&tool=chartReport&annot=GOTERM_MF_ALL
8328;7;P18206,P25705,O00303,P60709,P02545,P78371,P63104;1;1.0000;7.0000;Emerin architectural complex;0.0952;6;0.00028637961478545173;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=P18206,P25705,O00303,P60709,P02545,P78371,P63104&tool=chartReport&annot=GOTERM_MF_ALL
8329;7;Q01082,P53999,Q13526,P37840,P21796,P67870,P68400;1;1.0000;11.0000;Casein kinase II (beta-dimer, alpha-dimer);0.2857;2;1.9265595499557478e-05;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=Q01082,P53999,Q13526,P37840,P21796,P67870,P68400&tool=chartReport&annot=GOTERM_MF_ALL
